Song,Singer,Playlist,Tag,Cluster,mean_cluster,std
White Flag,Daughtry,새벽을 파고드는 강렬한 분위기,"오늘의선곡, POP, 새벽, 밤, 집, 어두운, 해외음악","[16, 15, 15, 16, 16, 16, 14, 9]",14.625,2.2325713874364688
White Flag (Acoustic),Bishop Briggs,어쿠스틱한 분위기로 채운 플레이리스트,"오늘의선곡, POP, 휴식, 편안한, 잔잔한, 해외음악, 걷기","[16, 15, 15, 16, 16, 15, 15, 9, 7, 14]",13.8,2.9933259094191533
White Iverson,Post Malone,그윽한 향기로 가득한 감미롭고 부드러운 목소리,"휴식, 해외음악, 오늘의선곡, POP, 몽환적인, 따뜻한","[16, 15, 15, 16, 16, 14, 14, 9, 2]",13.0,4.396968652757639
White Love (스키장에서),SUPER JUNIOR (슈퍼주니어),설레는 크리스마스에 빠질 수 없는 K-캐롤 베스트 에디션,"카페, 캐롤, 기분전환, 크리스마스, 드라이브","[16, 16, 17, 18, 17, 14, 5, 1]",13.0,5.958187643906492
White Love (스키장에서),터보,K-크리스마스 K-캐롤 TOP100,"첫눈, 차트, 카페, 크리스마스, 겨울, 기분전환, 캐롤","[16, 16, 18, 16, 17, 17, 14, 10, 6, 5]",13.5,4.522167621838006
Whiteout,Warpaint,가을엔 조금 센치해져도 괜찮아,"오늘의선곡, 집, 매혹적인, 해외음악, 새벽, 락/메탈","[16, 15, 15, 16, 16, 14, 13, 13, 12, 9, 2]",12.818181818181818,3.9730497060749377
Who I Am,니브 (NIve),차분한 감성 100% 충전,"레이블 PICK, 흐린날, 국내음악, 발라드, 집, R&B/소울","[16, 17, 15, 11, 16, 17, 14, 1]",13.375,5.02338282435253
Who Made You,Devvon Terrell,당신의 마음을 사로잡을 매력적인 팝,"POP, 산책, 2010년대, 기분전환","[16, 16, 14, 14, 2, 5]",11.166666666666666,5.550275268448904
Who Wants To Live Forever,Queen,위대한 불후의 밴드 '퀸'의 음악들,"오늘의선곡, 락/메탈, POP, 올드팝, 해외음악, 40대, 50대","[16, 15, 15, 16, 18, 13, 12, 9, 8, 2, 1]",11.363636363636363,5.465141223705141
Who You Are (With 제이 & 넋업샨),빈센트,오늘밤 차분히 듣는 플레이리스트,"밤, R&B/소울, 오늘의선곡, 국내음악, 비오는날, 안개낀날","[16, 15, 15, 17, 15, 16, 14, 13, 9, 3]",13.3,4.026164427839479
Who You Lovin,Conrad Sewell,언제 어디서나 분위기 메이커 !! 미디엄 템포 Love,"드라이브, 그루브, 알앤비, 여행, 기분전환","[16, 16, 17, 16, 16, 13, 13, 14, 5, 0, 1]",11.545454545454545,6.080724184796598
Who's To Blame,MOWE,미세먼지 날려줄 통통 튀는 플레이리스트,"출/퇴근길, 휴가/여행, 오늘의선곡, 신나는, 드라이브, 해외음악","[16, 17, 15, 15, 16, 18, 16, 15, 15, 15, 9, 6, 0, 1, 1]",11.666666666666666,6.236095644623236
Whoever You Are,Lawrence (로렌스),향긋한 커피향만큼 음악이 좋았던 그 카페 #2,"일상, 기분전환, 카페, 편안한","[16, 16, 15, 18, 16, 16, 14, 5, 0]",12.88888888888889,5.762801102173307
Whole,Sam Tompkins,팝송 좀 듣는 친구의 Pick! 취향저격 보석 같은 숨은 명곡 #1,"기분전환, 명곡, 힐링, 드라이브","[16, 16, 17, 14, 17, 9, 14, 5, 1]",12.11111111111111,5.465943944999486
Why,태연 (TAEYEON),뜨거운 여름을 시원하게 만들어 줄 플레이리스트,"드라이브, 아이돌, 청량, 탑백, 가요, 노래방, 여행, 국내음악, 여름, 댄스, 신나는, 가을, 더위, 신나는노래, 댄서블한, 차트","[16, 17, 15, 18, 16, 14, 18, 16, 14, 17, 16, 16, 11, 10, 14, 13, 14, 11, 9, 8, 8, 0, 1, 1]",12.208333333333334,5.243878706538594
Why Don't You Know (Feat. 넉살),청하,여름 휴가와 어울리는 상큼한 썸머송!,"아침, 밝은, 댄서블한, 청량, 회상, 차트, 좋아요10만, 댄스, 국내음악, 여행, 휴가, 오늘의선곡, 추억, 해변, 운동, 시원한","[16, 15, 15, 15, 15, 16, 18, 13, 15, 16, 13, 14, 13, 15, 11, 9, 8, 8, 2, 0, 0]",11.761904761904763,5.227261523833369
Why Don't You Live,Charmaine Koh,언제 어디서나 분위기 메이커 !! 미디엄 템포 Love,"팝, Pop, 카페, 매장, groove","[18, 18, 16]",17.333333333333332,0.9428090415820634
Why Not?,이달의 소녀,자신감 상승곡선 런웨이 TOP100,"런웨이, 탑백, TOP100, 인기, 차트","[17, 16, 16, 16, 14, 8, 1]",12.571428571428571,5.499536158548617
Why Only You,Haerts,언제 어디서나 분위기 메이커 !! 미디엄 템포 Love,"팝, groove, 그루브, 기분전환, Pop","[16, 16, 18, 16, 14, 5]",14.166666666666666,4.258977446393546
Why So Serious?,SHINee (샤이니),당신을 헬스장 락커 너머의 나니아로 데려가 줄 노래,"2010년대, 가을, 국내음악, 오늘의선곡, 드라이브, TODAY PICK, 휴가/여행, 자전거","[16, 17, 15, 15, 15, 16, 14, 15, 17, 9, 2, 5, 0, 1]",11.214285714285714,6.189606165968552
Wi Deh Yah,Kranium,언제 어디서나 분위기 메이커 !! 미디엄 템포 Love,"기분전환, groove, 카페, 드라이브, 알앤비","[16, 16, 17, 18, 13, 13, 14, 5, 1]",12.555555555555555,5.438772555786852
Wicked,Seori,국내 넷플릭스 시리즈 OST 및 삽입곡,"넷플릭스, OST, 넷플릭스오리지널, 드라마, 국내드라마, 사운드트랙, 삽입곡","[15, 17, 9, 5, 5]",10.2,4.995998398718719
"Wiegenlied, Op. 49, No. 4 (Arr. for Cello and Piano)",Yo-Yo Ma,쉽게 잠들지 못하는 밤을 위한 클래식🌙,"편안한, TODAY PICK, 해외음악, 연주음악, 오늘의선곡, 50대","[16, 15, 15, 16, 15, 12, 9, 2]",12.5,4.55521678957215
Wiki,Favor,아득하게 퍼져가는 꿈의 한 자락 같은 음악,"휴식, 편안한, 해외음악, 새벽","[16, 16, 16, 15, 14]",15.4,0.8
Wild (Feat. Khai),Kidswaste,나른하고 기분좋게 빛나는 태양 같은 플레이리스트,"추운날, 집, 오늘의선곡, 매혹적인","[15, 15, 17, 16, 13, 9, 2]",12.428571428571429,4.894811914003376
Wild Girl (Paul Woolford Remix),Kito,언제 어디서나 분위기 메이커 !! 미디엄 템포 Love,"팝, 여행, 카페, 기분전환, 알앤비","[16, 16, 16, 18, 18, 13, 13, 14, 5, 0]",12.9,5.575840743780259
Wild Love,James Bay,세련된 분위기로 일렁이는 플레이리스트,"집, 몽환적인, 라운지, 해외음악, 오늘의선곡","[16, 15, 15, 16, 16, 14, 13, 9, 2]",12.88888888888889,4.382907316292449
"Wild Thoughts (Feat. Rihanna, Bryson Tiller)",DJ Khaled,[스우파] 스트릿우먼파이터에 나온 노래들! - 지속 업데이트!,"스우파, 갈라토크쇼, OST, 스맨파, dance, 스웩","[18, 13, 12, 14, 10]",13.4,2.65329983228432
Wildest Dreams (R3hab Remix),Taylor Swift,미세먼지 날려줄 통통 튀는 플레이리스트,"오늘의선곡, 기분전환, 신나는, 해변, 밝은, 휴가/여행","[16, 16, 15, 15, 18, 16, 15, 9, 8, 14, 5, 0, 1]",11.384615384615385,5.877446613813252
Winter Blossom (Feat. SAAY) (Prod. by 0channel),펀치넬로 (punchnello),센치한 무드로 즐기는 감성힙합,"기분전환, 밤, 매혹적인, 오늘의선곡, 가요, 30대, 국내음악","[16, 16, 16, 15, 15, 15, 14, 16, 13, 9, 14, 2, 5, 2]",12.0,5.056820005836531
Winter Soon,Demo Taped,힙한 카페 사장님이라면 무조건 좋아할 거야!,"카페, 섹시한, 힙한, 편집샵","[16, 18, 14, 12, 13, 13, 8, 2]",12.0,4.663689526544408
Winters,진킴,"녹아내릴 듯, 편안하고도 따스한 연주곡","밤, 집, 오늘의선곡, 편안한, 따뜻한, 재즈, 2010년대, 휴식","[15, 15, 16, 16, 15, 16, 14, 19, 9, 2]",13.7,4.561797891182818
Wipe It Up,주영 (Jooyoung),지금 이 순간과 찰떡같이 Chill한 음악들,"저녁, 출/퇴근길, 산책, 편안한, 여름, 집, 휴식","[16, 16, 14, 15, 15, 15, 16, 14, 6, 0]",12.7,5.0803543183522155
Wish,골든 팝스 (Golden Pops),달달한 내 마음을 전해줄 플레이리스트!,"맑은날, 고백, 사랑, 국내음악, 가요","[16, 17, 15, 14, 12, 16, 10]",14.285714285714286,2.3123448651769496
Wish I Was Right For You (Feat. YOUHA),Jens,추운 겨울 방구석에 틀어놓기 좋은 따뜻한 팝송,"스페셜추천, 집, 유니버설뮤직, 편안한, 따뜻한, 가을, 해외음악, 기분전환","[16, 16, 16, 16, 16, 15, 14, 16, 14, 19, 16, 14, 13, 5, 0]",13.733333333333333,4.697043987682276
Wish We Never Met,WhoHurtYou,일상의 텐션으로 스위치 ON!,"설연휴특집, 해외음악, 신나는, 맑은날, 오후, POP","[16, 17, 16, 18, 16, 16, 18, 14, 13, 1]",14.5,4.738143096192854
Wish You Could (Feat. Cogeta),Lindal,가을의 고즈넉한 감성이 흐르는 POP,"드라이브, 2010년대, 가을, 해외음악, 출/퇴근길, POP","[16, 17, 16, 15, 15, 14, 6, 2, 1]",11.333333333333334,6.073622386096199
Wish You Well,Emma Louise,"선선해진 가을 날씨 즐기는, ISFJ의 감성팝 PLAYLIST ᕷ","가을, 힐링, 팝, 잔잔한, 감성","[16, 14, 15, 18, 17]",16.0,1.4142135623730951
Wish You Were Here,CL,"""이 노래 뭐야?"" 틀어 놓으면 옆에서 자꾸 물어봐 pt.14","매장음악, 드라이브, 운동, 기분전환","[16, 16, 16, 17, 13, 16, 14, 5, 1]",12.666666666666666,5.374838498865699
Wishful Drinking,Ingrid Andress,언제 어디서나 분위기 메이커 !! 미디엄 템포 Love,"팝, Pop, 드라이브, 기분전환, groove","[16, 16, 17, 18, 14, 5, 1]",12.428571428571429,6.161102472242235
Wishlist (Feat. PJ Morton),JoJo,음악으로 미리 만나는 크리스마스,"따뜻한, 겨울, 해외음악, 밝은, 설렘, 2010년대, POP","[16, 16, 17, 14, 13, 2]",13.0,5.0990195135927845
Wishlist (Feat. 죠지),Cosmic Boy,여름에도 그루브 타는 플레이리스트,"산책, 2010년대, R&B/소울, 국내음악, 몽환적인, 잔잔한, 밤, 자전거, 가요, 오늘의선곡","[16, 15, 15, 15, 14, 14, 16, 15, 14, 14, 17, 9, 2, 5, 2]",12.2,4.942334131426837
With,마이 앤트 메리 (My Aunt Mary),기분 좋은 하루를 선사할 청춘 플레이리스트,"운동, 인디, 기분전환, 오늘의선곡","[16, 16, 15, 15, 13, 12, 9, 14, 5]",12.777777777777779,3.456966485800899
With Chocolate,브라운 아이드 소울,추억이 새록새록 떠오르는 싸이월드 BGM,"추억의, 브금, 10대, 20대","[15, 5, 2]",7.333333333333333,5.557777333511022
With Coffee,브라운 아이즈,"아쉬운 여름의 끝자락, 그때 그 여름을 틀어줘!","설렘, 오후, 시원한, 오늘의선곡, 추억, 국내음악","[16, 15, 15, 15, 15, 16, 11, 9, 13, 2]",12.7,4.172529209005013
With Me,휘성 (Realslow),지금 걷고 있는 산책로의 끝엔 코인노래방이 있다,"추억, 출/퇴근길, 잔잔한, 가을, 발라드, 이별, 국내음악, 산책","[16, 15, 15, 11, 14, 15, 15, 14, 15, 7, 6, 1]",12.0,4.58257569495584
With You,Chris Brown,없던 사랑도 싹트게 할 두근두근 알앤비 플레이리스트,"기분전환, 발렌타인데이, 오늘의선곡, R&B/소울, 설렘, 팝송, 고백, 사랑, 드라이브, 추억","[16, 16, 17, 15, 15, 15, 18, 12, 14, 16, 18, 9, 10, 14, 0, 13, 5, 4, 1]",12.0,5.486826328388273
With You,Kaskade & Meghan Trainor,꿉꿉함은 저 멀리 날려줄 시원 뽀송 플레이리스트!,"해변, 출/퇴근길, 2010년대, POP, 밝은, 신나는","[18, 15, 15, 8, 6, 2, 1]",9.285714285714286,6.272713828600042
With You,Mariah Carey,가을의 고즈넉한 감성이 흐르는 POP,"저녁, 잔잔한, 오늘의선곡, 편안한, 해외음악, 가을","[16, 15, 15, 16, 15, 14, 15, 14, 9]",14.333333333333334,2.0
With You This Christmas,Why Don't We,크리스마스 캐롤 BEST 인기곡 모음,"성탄절, 기분전환, 탑백, 드라이브, 설레는, 캐롤, 신나는","[16, 16, 17, 18, 17, 16, 14, 13, 8, 4, 5, 1, 1]",11.23076923076923,6.216031954103668
With the Cigarette (Feat. 수인 & 도넛맨),SUDI,조금 눅눅한 감성의 알앤비 플레이리스트,"밤, 오늘의선곡, TODAY PICK, 2020년대, 2010년대","[15, 15, 16, 9, 2]",11.4,5.314132102234569
Without You (Sleepwalkrs Remix),Brynn Elliott,언제 어디서나 분위기 메이커 !! 미디엄 템포 Love,"그루브, 팝, groove, 매장, 알앤비","[18, 16, 16, 13, 13]",15.2,1.9390719429665317
Without You (feat. Holly Drummond),Finding Hope,"선선해진 가을 날씨 즐기는, ISFJ의 감성팝 PLAYLIST ᕷ","선선한, mbti, 산책, 힐링, 가을","[14, 14, 17, 7]",13.0,3.6742346141747673
Wolfgang Amadeus Mozart : Sonata For Two Pianos In D Major K.448 (두대의 피아노를 위한 소나타 라장조)II. Andante,Murray Perahia & Radu Lupu,무한 스트리밍하고 싶은 피아노 연주곡 모음,"소니뮤직, 휴식, 뉴에이지, 편안한, 맑은날, 피아노, 출/퇴근길, 2010년대","[17, 16, 15, 15, 15, 16, 9, 6, 10, 2, 0, 1]",10.166666666666666,6.175669104549635
Woman,Emmit Fenn,감각적인 감성을 가진 당신을 저격할 플레이리스트,"POP, 라운지, 매혹적인, 2010년대","[13, 13, 2, 2]",7.5,5.5
Womanifesto,Jill Scott,[스우파] 스트릿우먼파이터에 나온 노래들! - 지속 업데이트!,"스트릿우먼파이터, 힙합, 스트릿우먼, 갈라토크쇼, 스웩, 카리스마","[16, 18, 15, 14, 13, 15, 12, 14, 5, 5, 3, 1, 1]",10.153846153846153,5.920578893813495
Wonder,ADOY,상반기 국내 추천 플레이리스트,"오늘의선곡, 가요, 드라이브, 집, 2010년대, 국내음악","[16, 17, 15, 15, 15, 16, 14, 9, 2, 1]",12.0,5.639148871948674
Wonder,Shawn Mendes,가을 느낌 가득 담은 팝 명곡 플레이리스트,"레이블 PICK, 산책, 집콕, POP, 유니버설뮤직, 트렌디","[16, 14, 17, 16, 15, 12, 13, 0, 1]",11.555555555555555,6.093915200356483
Wonder,Spencer Sutherland,적당히 그루비한 BGM vol.5 (집안일/작업/휴식),"집콕, 취향저격, 편안한, 트렌디, 힐링, 기분전환, 느낌있는","[16, 16, 16, 15, 17, 15, 12, 14, 15, 5]",14.1,3.3
Wonder,에릭남 (Eric Nam),내 마음을 따뜻하게 녹여줄 담요 같은 플레이리스트,"겨울, 부드러운, 집, 국내음악, 오늘의선곡, 잔잔한","[16, 15, 15, 15, 16, 15, 17, 9]",14.75,2.277608394786075
Wonder Why,경서,지칠 때 힘이 되는 감성 발라드,"겨울, 발라드, 추운날, 국내음악, 레이블 PICK, 스페셜추천, 위로","[16, 17, 15, 11, 17, 17, 19, 9, 16, 1, 1]",12.636363636363637,6.124061742945196
Wonderful Christmastime,Tuxedo,캐롤 백과사전 100,"오늘의선곡, POP, 캐롤, 크리스마스 특집","[15, 15, 16, 17, 18, 9]",15.0,2.886751345948129
Wonderful Night,Paul,스카에서 애시드재즈 들으며 빡공 🔥,"집, 저녁, 휴식, 밤, 일/공부, 드라이브, 그루브한","[17, 16, 16, 16, 16, 15, 14, 19, 16, 1]",14.6,4.6946778377222005
Wondering (From 'High School Musical : The Musical : The Series'),Olivia Rodrigo & Julia Lester,"조용한 새벽, 혼자 듣고 싶은 감성 팝송","집, 20대, 오늘의선곡, 30대, 슬픔, 부드러운","[15, 15, 16, 8, 9, 2]",10.833333333333334,5.013869652163774
Wonderstruck,Jane & The Boy,언제 들어도 기분 좋아지는 멜로디의 POP,"힐링, 행복, 산책, 팝","[14, 18, 17, 17]",16.5,1.5
Woodstock,Land of Peace,통통튀는 주말을 만들어 줄 플레이리스트,"신나는, 가요, 기분전환, 맑은날, 스트레스/짜증, 국내음악, 드라이브","[16, 16, 16, 17, 17, 15, 18, 14, 17, 12, 14, 5, 1, 1]",12.785714285714286,5.721869966922295
Woodyn' You,Stan Getz,재즈가 흘러나오는 작업하기 좋은 카페 2,"재즈, 잠들기전, 커피, 독서, 사무실","[19, 14, 12, 11, 11, 5]",12.0,4.163331998932265
Woof,Sen Morimoto,매일 듣고 또 들어도 느낌있는 트랙,"부드러운, POP, 오후, 2020년대, 라운지, 편안한","[15, 16, 13, 2]",11.5,5.5901699437494745
Word Up,Cameo,매장에서 하루종일 들어도 질리지 않는 플레이리스트,"댄서블한, 일/공부, 맑은날, 가을, 라운지, 드라이브, 편안한, POP","[17, 17, 15, 14, 19, 14, 16, 13, 8, 1]",13.4,5.0039984012787215
Words,Daya,여름 밤공기 맞으며 듣는 시원한 드라이브 플레이리스트,"기분전환, 출/퇴근길, 휴가/여행, 시원한, 더운날, 신나는, 해외음악, POP","[16, 16, 16, 17, 16, 18, 16, 15, 15, 15, 11, 14, 6, 5, 2, 0, 1]",11.705882352941176,6.046532364357111
Words,Doves,가을엔 조금 센치해져도 괜찮아,"오늘의선곡, 집, 새벽, 산책, 락/메탈, POP","[15, 15, 16, 14, 14, 13, 12, 9]",13.5,2.0615528128088303
Work From Home (Feat. Ty Dolla $ign),Fifth Harmony,시끄러운 건 싫지만 신나고 싶은 당신을 위한 데일리 POP (상시업뎃),"기분전환, 힐링, 중독성, 외출, 감성","[16, 16, 16, 15, 17, 14, 11, 9, 5]",13.222222222222221,3.8232556742411674
Work It Out,Matoma,언제 어디서나 분위기 메이커 !! 미디엄 템포 Love,"드라이브, 매장, 카페, 팝, 기분전환","[16, 16, 17, 18, 18, 16, 14, 5, 1]",13.444444444444445,5.775640630385345
World of the Forgotten,혁오 (HYUKOH),정말 사랑할 수밖에 없는 인디 음악들,"부드러운, 10대, 그리움, 오늘의선곡, 국내음악, 20대","[16, 15, 15, 15, 9, 9, 2]",11.571428571428571,4.776643856371568
Worry,Jack Garratt,힙한 카페 사장님이라면 무조건 좋아할 거야!,"카페, 소울, 감각적인, 분위기깡패","[18, 14, 16, 15, 9, 14, 11, 2]",12.375,4.715334028465004
Worst Taste In Girls,Charley,언제 들어도 기분 좋아지는 멜로디의 POP,"팝, 기분좋은, 휴식, 카페","[16, 16, 18, 18, 14]",16.4,1.4966629547095764
Worth It,Ted Park,가을의 고즈넉한 감성이 흐르는 POP,"잔잔한, 편안한, 오늘의선곡, 출/퇴근길, 2010년대, 산책","[15, 15, 14, 15, 15, 15, 15, 9, 6, 2]",12.1,4.504442251822083
Would U,Lil Halima,가을이 오면 너랑 들으려고 꺼냈어,"TODAY PICK, 드라이브, R&B/소울, POP, 2020년대, 그루브한, 휴식, 오늘의선곡","[17, 15, 15, 16, 16, 15, 14, 9, 2, 1]",12.0,5.639148871948674
Would U,Red Velvet (레드벨벳),"봄 날, 포근히 내리는 비와 어울리는 음악","사랑, 드라이브, 봄캐롤, 2010년대, 휴식, 봄노래, 20대, 블루스/포크, 전.가.시, 국내음악, TODAY PICK, 가요, 봄","[16, 17, 16, 15, 14, 15, 12, 10, 7, 6, 2, 2, 5, 2, 1]",9.333333333333334,5.815687596683836
Wow Thing,슬기 (SEULGI) & 신비 (SINB) & 청하 & 소연 ((여자)아이들),나의 자존감을 높여주는 아이돌 플레이리스트,"자전거, 아이돌, 운동, 댄서블한, 헬스, 스트레스/짜증, 지침/힘듦, 기분전환, 댄스, 힘찬","[16, 16, 18, 13, 17, 14, 17, 14, 14, 12, 14, 11, 12, 8, 2, 5, 1]",12.0,4.982321688908165
Wrapped Around Your Finger,Post Malone,여름 휴가를 위한 스타일리쉬한 팝송,"헬스, 레이블 PICK, 해외음악, 기분전환, 맑은날, 2020년대","[16, 16, 16, 17, 16, 17, 14, 14, 2, 5, 1]",12.181818181818182,5.966850575062524
Wrong,Anna Clendening,"선선해진 가을 날씨 즐기는, ISFJ의 감성팝 PLAYLIST ᕷ","가을, mbti, 센치한, 팝, 선선한","[14, 18, 7]",13.0,4.546060565661952
Wrong About Forever,Jeff Bernat,가을이 오면 너랑 들으려고 꺼냈어,"R&B/소울, TODAY PICK, 편안한, 가을, 그루브한, 2020년대, 맑은날, 해외음악","[16, 17, 16, 15, 14, 16, 15, 14, 2]",13.88888888888889,4.306182750016911
Wrong Places,H.E.R.,"""이 노래 뭐야?"" 틀어 놓으면 옆에서 자꾸 물어봐 pt.12","드라이브, 집콕, 트렌디, 기분전환, 휴식","[16, 16, 17, 16, 16, 15, 12, 14, 5, 1]",12.8,5.1536394906900505
Wrongside,MisterWives,오늘 기분 맑음✨,"TODAY PICK, 오후, 2010년대, 맑은날, 20대, 해외음악","[16, 17, 16, 16, 2]",13.4,5.71314274283428
X (Butterfly),원슈타인,MSG워너비 탄생! 재조명된 노래들,"추억, 발라드, 놀면뭐하니, 명곡","[15, 11, 14, 9]",12.25,2.384848003542364
X (Feat. KAROL G),Jonas Brothers,일상의 텐션으로 스위치 ON!,"오후, POP, 오늘의선곡, 해외음악, 맑은날, 출/퇴근길","[16, 15, 15, 17, 16, 15, 15, 16, 9, 6]",14.0,3.3763886032268267
X (Feat. 이하이),코드 쿤스트 (CODE KUNST),차가운 공기에 더해진 감성 플레이리스트,"국내음악, 그루브한, 가요, 추운날, 몽환적인, 오늘의선곡","[16, 15, 15, 17, 15, 14, 16, 15, 14, 9, 2]",13.454545454545455,4.120097888590785
XI (Feat. 이하이),코드 쿤스트 (CODE KUNST),주말 바이브를 끌어올릴 플레이리스트,"밤, 집, 국내음악, 2010년대, 몽환적인","[16, 15, 16, 16, 14, 2, 2]",11.571428571428571,6.091144458665097
X발 (XIBAL),식케이 (Sik-K),막 몸이 이케이케 그루브 타는 플레이리스트,"오늘의선곡, 랩/힙합, 출/퇴근길, 밝은, 그루브한, 기분전환, 국내음악","[16, 16, 16, 15, 15, 15, 15, 15, 16, 15, 16, 13, 9, 14, 14, 6, 5]",13.588235294117647,3.379154497963546
Y,FANXY CHILD,지금 이 순간과 찰떡같이 Chill한 음악들,"출/퇴근길, 국내음악, 오늘의선곡, 카페, 산책, 집, 2010년대","[16, 15, 15, 15, 16, 14, 18, 15, 15, 9, 6, 2]",13.0,4.564354645876384
Y,엠블랙,2000년대 인기가요 띵곡 모음,"기분전환, kpop, 2000년대에서2015년까지, 00년대, 봄, 케이팝, 운동, 신나는, 노래방, 아이돌","[16, 16, 18, 13, 15, 18, 11, 10, 13, 14, 14, 2, 5, 1, 1]",11.133333333333333,5.817979794472381
Y (Please Tell Me Why),소유 (SOYOU),○ 리메이크로 다시 태어난 명곡들 VOL2 ○,"리메이크, 추억","[15, 11, 1]",9.0,5.887840577551898
Y (Please Tell Me Why),프리스타일,[1990년] 싸이월드 부활 예고! 이 노래 ㄱ나니? 종합편,"OST, POP, 가요, bgm, 놀면뭐하니, 노동요, 쓸쓸한, 명곡, 추억의, TODAY PICK, 20대, 2000년대, 국내음악, 30대, 드라이브, 미니홈피, 랩/힙합, R&B/소울","[16, 17, 15, 15, 14, 14, 16, 14, 14, 13, 9, 14, 3, 6, 6, 2, 3, 0, 1]",10.105263157894736,5.784687016435405
Y U Gotta B Like That,Audrey Mika,도입부터 너무 좋아! 호불호 안갈리는 팝송 ♪,"신나는, 취향저격, 도입부, Pop, 매장음악","[16, 18, 16, 15, 1]",13.2,6.1773780845922
Y.O.Universe,VCHA,언제 들어도 신이 나! 기분전환에 제격인 K-POP,"기분전환, 댄스, 노동요, 운동, 청량","[16, 16, 18, 13, 14, 13, 14, 0, 5]",12.11111111111111,5.486234175834893
YACHT (k) (Feat. Sik-K),박재범,여름 더위 잊게 해줄 블루 레몬에이드처럼 상큼한 playlist,"청량, 더위, 시원한, 신나는","[18, 13, 11, 11, 9, 2, 1]",9.285714285714286,5.573259772323189
YAYAYA (Feat. Omega Sapien),Colde (콜드),지친 수요일을 깨워줄 플레이리스트,"랩/힙합, 그루브한, 2010년대, 운동, 오후, 가을","[14, 13, 16, 15, 16, 16, 13, 14, 2]",13.222222222222221,4.130584510098023
YES or YES,TWICE (트와이스),○ 좋아요 10만 넘은곡들 순서대로(상시업뎃) ○,"더위, 설거지, 탑백, 여행, 시원한, 여름, 차트, 추억","[15, 16, 16, 17, 16, 16, 11, 11, 9, 9, 13, 8, 2, 0]",11.357142857142858,5.163154391000344
YMCA,Village People,아빠차에서 들었던 주옥같은 팝음악들,"해외음악, POP, 오늘의선곡, 올드팝","[16, 15, 15, 16, 18, 9, 8, 1]",12.25,5.379358697837503
YNF (Feat. nafla & 버벌진트),그루비룸 (GroovyRoom),"파워풀한 사운드의 매력, 힙합","2010년대, 신나는, 오늘의선곡, 운동","[15, 15, 18, 13, 9, 2, 1]",10.428571428571429,6.184245949118104
YOU,Triathalon,매일 듣고 또 들어도 느낌있는 트랙,"2020년대, 오후, 가을, 흐린날, 부드러운, 휴식","[17, 16, 14, 16, 2]",13.0,5.585696017507576
YOU (FEAT. TA-KU),MILLIC (밀릭),차분함을 가진 플레이리스트,"출/퇴근길, 국내음악, 추운날, 2010년대, 편안한, R&B/소울, 오늘의선곡, 저녁","[16, 15, 15, 17, 15, 15, 15, 15, 14, 14, 9, 6, 2]",12.923076923076923,4.269057515542033
YOU AND I,박봄 (Park Bom),추억이 새록새록 떠오르는 싸이월드 BGM,"00년대, 추억, 봄, 기분전환, bgm, 2000년대, 2000년대에서2015년까지, 신나는, 싸이월드, 아이돌, 노래방, 스트레스","[16, 16, 15, 18, 15, 17, 11, 10, 14, 14, 2, 5, 2, 1, 1]",10.466666666666667,6.216823054333209
YOUNG,백현 (BAEKHYUN) & 로꼬,텐션을 높여주는 신선한 조합의 아이돌 플레이리스트,"헬스, 국내음악, 댄스, 신나는, 달리기, 댄서블한","[16, 15, 18, 18, 14, 13, 14, 14, 8, 1, 0]",11.909090909090908,5.961307749365455
YOUR EYES (Feat. Tayla Parx),The Knocks,특별한 하루를 꿈꾸는 당신을 위한 플레이리스트,"드라이브, 기분전환, 오늘의선곡, 일렉트로니카","[16, 16, 17, 15, 15, 16, 9, 14, 5, 1]",12.4,5.219195340279955
YOUTH,Troye Sivan,"스타플레이리스트 : 수영의 '20대의 마지막, 연말에 듣기 좋은 음악'","차트, 해외, 스트레스, 드라이브, 댄서블한, 힘찬, 출/퇴근길, 카페, 매혹적인, POP, 달리기, 신나는, 잔잔한, 팝, 스타플레이리스트, 산책, 발라드, 회상, 해외음악, 헬스, 운동, 2000년대","[16, 17, 16, 18, 11, 14, 18, 15, 15, 15, 13, 16, 18, 13, 17, 14, 13, 13, 14, 14, 12, 11, 14, 6, 8, 2, 2, 2, 1, 1, 0, 0]",11.21875,5.9199576381508
YOUTH (Acoustic),Troye Sivan,가을을 담은 어쿠스틱 TOP100,"가을, 어쿠스틱, 탑백, TOP100, 인기, 차트, 팝","[14, 17, 16, 16, 18, 16, 14, 8, 8]",14.11111111111111,3.478327964999673
YOUTH! (Feat. HAON & Coogie & BewhY),BOYCOLD,흐린 하루 기분UP! 시켜줄 쨍쨍한 힙합 뮤직,"운동, 여름, 해변, 그루브한, 국내음악, 휴식, 신나는, 맑은날","[16, 17, 16, 15, 18, 16, 13, 16, 15, 8, 0, 1]",12.583333333333334,5.922532303743804
Yeah,비투비,내리쬐는 태양아래 이열치열 댄스뮤직!,"오늘의선곡, 운동, 밤, 2010년대, 댄스","[15, 15, 18, 16, 13, 9, 2]",12.571428571428571,5.038626311013828
